YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2018,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"148,017"
2018,CA,"Combined Heat and Power, Commercial Power",Other Biomass,"779,291"
2018,CA,"Combined Heat and Power, Commercial Power",Wind,"5,750"
2018,CA,"Combined Heat and Power, Electric Power",Total,"14,910,074"
2018,CA,"Combined Heat and Power, Electric Power",Coal,0
2018,CA,"Combined Heat and Power, Electric Power",Natural Gas,"13,836,548"
2018,CA,"Combined Heat and Power, Electric Power",Other,"76,569"
2018,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2018,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,"5,385"
2018,CA,"Combined Heat and Power, Electric Power",Other Biomass,"175,118"
2018,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"816,455"
2018,CA,"Electric Generators, Independent Power Producers",Total,"88,971,634"
2018,CA,"Electric Generators, Independent Power Producers",Geothermal,"10,890,611"
2018,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,404,581"
2018,CA,"Electric Generators, Independent Power Producers",Natural Gas,"33,688,646"
2018,CA,"Electric Generators, Independent Power Producers",Other,"83,830"
2018,CA,"Electric Generators, Independent Power Producers",Petroleum,"5,499"
2018,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"26,292,961"
2018,CA,"Electric Generators, Independent Power Producers",Other Biomass,"1,741,560"
2018,CA,"Electric Generators, Independent Power Producers",Wind,"13,163,026"
2018,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"1,700,921"
2018,CA,"Electric Generators, Electric Utilities",Total,"75,238,779"
2018,CA,"Electric Generators, Electric Utilities",Geothermal,"786,230"
2018,CA,"Electric Generators, Electric Utilities",Pumped Storage,"-148,574"
2018,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"24,915,201"
2018,CA,"Electric Generators, Electric Utilities",Natural Gas,"29,993,629"
2018,CA,"Electric Generators, Electric Utilities",Nuclear,"18,213,519"
2018,CA,"Electric Generators, Electric Utilities",Other Gases,0
2018,CA,"Electric Generators, Electric Utilities",Other,"-17,311"
2018,CA,"Electric Generators, Electric Utilities",Petroleum,"33,719"
2018,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"519,296"
2018,CA,"Electric Generators, Electric Utilities",Other Biomass,"92,995"
2018,CA,"Electric Generators, Electric Utilities",Wind,"850,074"
2018,CO,Total Electric Power Industry,Total,"55,386,279"
2018,CO,Total Electric Power Industry,Coal,"26,382,060"
2018,CO,Total Electric Power Industry,Pumped Storage,"-262,738"
2018,CO,Total Electric Power Industry,Hydroelectric Conventional,"1,825,385"
2018,CO,Total Electric Power Industry,Natural Gas,"16,398,439"
2018,CO,Total Electric Power Industry,Other,"59,292"
2018,CO,Total Electric Power Industry,Petroleum,"11,882"
2018,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,062,380"
2018,CO,Total Electric Power Industry,Other Biomass,"75,788"
2018,CO,Total Electric Power Industry,Wind,"9,745,150"
2018,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,"88,639"
2018,CO,"Combined Heat and Power, Industrial Power",Total,"75,530"
2018,CO,"Combined Heat and Power, Industrial Power",Coal,"11,939"
2018,CO,"Combined Heat and Power, Industrial Power",Natural Gas,"18,796"
2018,CO,"Combined Heat and Power, Industrial Power",Other,"41,646"
2018,CO,"Combined Heat and Power, Industrial Power",Petroleum,27
2018,CO,"Combined Heat and Power, Industrial Power",Wind,"3,122"
2018,CO,"Combined Heat and Power, Commercial Power",Total,"26,507"
2018,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"13,102"
2018,CO,"Combined Heat and Power, Commercial Power",Natural Gas,861
2018,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2018,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"12,461"
2018,CO,"Combined Heat and Power, Commercial Power",Wind,83
2018,CO,"Combined Heat and Power, Electric Power",Total,"204,651"
2018,CO,"Combined Heat and Power, Electric Power",Coal,0
2018,CO,"Combined Heat and Power, Electric Power",Natural Gas,"172,784"
2018,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2018,CO,"Combined Heat and Power, Electric Power",Other Biomass,"31,867"
2018,CO,"Electric Generators, Independent Power Producers",Total,"13,042,990"
2018,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"211,723"
2018,CO,"Electric Generators, Independent Power Producers",Natural Gas,"2,402,108"
2018,CO,"Electric Generators, Independent Power Producers",Other,"17,674"
2018,CO,"Electric Generators, Independent Power Producers",Petroleum,399
2018,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,044,643"
2018,CO,"Electric Generators, Independent Power Producers",Other Biomass,"43,921"
2018,CO,"Electric Generators, Independent Power Producers",Wind,"9,233,883"
2018,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"88,639"
2018,CO,"Electric Generators, Electric Utilities",Total,"42,036,600"
2018,CO,"Electric Generators, Electric Utilities",Coal,"26,370,121"
2018,CO,"Electric Generators, Electric Utilities",Pumped Storage,"-262,738"
2018,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,600,560"
2018,CO,"Electric Generators, Electric Utilities",Natural Gas,"13,803,891"
2018,CO,"Electric Generators, Electric Utilities",Other,-28
2018,CO,"Electric Generators, Electric Utilities",Petroleum,"11,456"
2018,CO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"5,276"
2018,CO,"Electric Generators, Electric Utilities",Wind,"508,062"
2018,CT,Total Electric Power Industry,Total,"39,453,552"
2018,CT,Total Electric Power Industry,Coal,"329,701"
2018,CT,Total Electric Power Industry,Pumped Storage,"3,471"
2018,CT,Total Electric Power Industry,Hydroelectric Conventional,"555,319"
2018,CT,Total Electric Power Industry,Natural Gas,"20,006,457"
2018,CT,Total Electric Power Industry,Nuclear,"16,881,492"
2018,CT,Total Electric Power Industry,Other,"464,733"
2018,CT,Total Electric Power Industry,Petroleum,"338,957"
2018,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"105,555"
2018,CT,Total Electric Power Industry,Other Biomass,"494,699"
2018,CT,Total Electric Power Industry,Wind,"12,295"
2018,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,"260,871"
2018,CT,"Combined Heat and Power, Industrial Power",Total,"644,445"
2018,CT,"Combined Heat and Power, Industrial Power",Natural Gas,"643,084"
2018,CT,"Combined Heat and Power, Industrial Power",Petroleum,"1,251"
2018,CT,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,110
2018,CT,"Combined Heat and Power, Commercial Power",Total,"432,822"
2018,CT,"Combined Heat and Power, Commercial Power",Natural Gas,"428,707"
2018,CT,"Combined Heat and Power, Commercial Power",Petroleum,"3,195"
2018,CT,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,920
2018,CT,"Combined Heat and Power, Electric Power",Total,"261,724"
2018,CT,"Combined Heat and Power, Electric Power",Natural Gas,"258,825"
2018,CT,"Combined Heat and Power, Electric Power",Petroleum,"2,899"
2018,CT,"Electric Generators, Independent Power Producers",Total,"38,005,620"
2018,CT,"Electric Generators, Independent Power Producers",Coal,"329,701"
2018,CT,"Electric Generators, Independent Power Producers",Pumped Storage,"3,471"
2018,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"513,910"
2018,CT,"Electric Generators, Independent Power Producers",Natural Gas,"18,616,668"
2018,CT,"Electric Generators, Independent Power Producers",Nuclear,"16,881,492"
2018,CT,"Electric Generators, Independent Power Producers",Other,"464,733"
2018,CT,"Electric Generators, Independent Power Producers",Petroleum,"326,446"
2018,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"101,334"
2018,CT,"Electric Generators, Independent Power Producers",Other Biomass,"494,699"
2018,CT,"Electric Generators, Independent Power Producers",Wind,"12,295"
2018,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"260,871"
2018,CT,"Electric Generators, Electric Utilities",Total,"108,940"
2018,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"41,409"
2018,CT,"Electric Generators, Electric Utilities",Natural Gas,"59,174"
2018,CT,"Electric Generators, Electric Utilities",Petroleum,"5,166"
2018,CT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"3,191"
2018,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2018,DC,Total Electric Power Industry,Total,"79,331"
2018,DC,Total Electric Power Industry,Natural Gas,"22,770"
2018,DC,Total Electric Power Industry,Petroleum,0
2018,DC,Total Electric Power Industry,Other Biomass,"56,561"
2018,DC,"Combined Heat and Power, Commercial Power",Total,"79,331"
2018,DC,"Combined Heat and Power, Commercial Power",Natural Gas,"22,770"
2018,DC,"Combined Heat and Power, Commercial Power",Petroleum,0
2018,DC,"Combined Heat and Power, Commercial Power",Other Biomass,"56,561"
2018,DE,Total Electric Power Industry,Total,"6,240,644"
2018,DE,Total Electric Power Industry,Coal,"273,388"
2018,DE,Total Electric Power Industry,Natural Gas,"5,400,155"
2018,DE,Total Electric Power Industry,Other Gases,"252,180"
2018,DE,Total Electric Power Industry,Petroleum,"200,824"
2018,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,"49,789"
2018,DE,Total Electric Power Industry,Other Biomass,"59,101"
2018,DE,Total Electric Power Industry,Wind,"5,207"
2018,DE,"Combined Heat and Power, Industrial Power",Total,"1,073,448"
2018,DE,"Combined Heat and Power, Industrial Power",Natural Gas,"808,769"
2018,DE,"Combined Heat and Power, Industrial Power",Other Gases,"252,180"
2018,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2018,DE,"Combined Heat and Power, Industrial Power",Other Biomass,"12,499"
2018,DE,"Combined Heat and Power, Commercial Power",Total,"5,803"
2018,DE,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,596
2018,DE,"Combined Heat and Power, Commercial Power",Wind,"5,207"
2018,DE,"Combined Heat and Power, Electric Power",Total,"93,314"
2018,DE,"Combined Heat and Power, Electric Power",Coal,0
2018,DE,"Combined Heat and Power, Electric Power",Natural Gas,"90,679"
2018,DE,"Combined Heat and Power, Electric Power",Petroleum,"2,635"
2018,DE,"Electric Generators, Independent Power Producers",Total,"5,031,168"
2018,DE,"Electric Generators, Independent Power Producers",Coal,"273,388"
2018,DE,"Electric Generators, Independent Power Producers",Natural Gas,"4,476,168"
2018,DE,"Electric Generators, Independent Power Producers",Petroleum,"192,030"
2018,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"42,981"
2018,DE,"Electric Generators, Independent Power Producers",Other Biomass,"46,602"
2018,DE,"Electric Generators, Electric Utilities",Total,"36,911"
2018,DE,"Electric Generators, Electric Utilities",Natural Gas,"24,539"
2018,DE,"Electric Generators, Electric Utilities",Petroleum,"6,160"
2018,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"6,212"
2018,FL,Total Electric Power Industry,Total,"244,252,035"
2018,FL,Total Electric Power Industry,Coal,"30,272,201"
2018,FL,Total Electric Power Industry,Hydroelectric Conventional,"232,574"
2018,FL,Total Electric Power Industry,Natural Gas,"171,872,214"
2018,FL,Total Electric Power Industry,Nuclear,"29,312,349"
2018,FL,Total Electric Power Industry,Other Gases,"5,488"
2018,FL,Total Electric Power Industry,Other,"2,983,320"
2018,FL,Total Electric Power Industry,Petroleum,"2,077,358"
2018,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"2,412,063"
2018,FL,Total Electric Power Industry,Other Biomass,"2,568,988"
2018,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,515,480"
2018,FL,"Combined Heat and Power, Industrial Power",Total,"5,079,348"
2018,FL,"Combined Heat and Power, Industrial Power",Coal,"97,655"
2018,FL,"Combined Heat and Power, Industrial Power",Natural Gas,"1,550,018"
2018,FL,"Combined Heat and Power, Industrial Power",Other Gases,"5,488"
2018,FL,"Combined Heat and Power, Industrial Power",Other,"1,461,129"
2018,FL,"Combined Heat and Power, Industrial Power",Petroleum,"23,230"
2018,FL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"2,417"
2018,FL,"Combined Heat and Power, Industrial Power",Other Biomass,"263,852"
2018,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,675,558"
2018,FL,"Combined Heat and Power, Commercial Power",Total,"80,386"
2018,FL,"Combined Heat and Power, Commercial Power",Natural Gas,"29,797"
2018,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2018,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"5,839"
2018,FL,"Combined Heat and Power, Commercial Power",Other Biomass,"44,749"
2018,FL,"Combined Heat and Power, Electric Power",Total,"2,179,067"
2018,FL,"Combined Heat and Power, Electric Power",Natural Gas,"2,124,448"
2018,FL,"Combined Heat and Power, Electric Power",Petroleum,0
2018,FL,"Combined Heat and Power, Electric Power",Other Biomass,"54,618"
2018,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2018,FL,"Electric Generators, Independent Power Producers",Total,"9,629,156"
2018,FL,"Electric Generators, Independent Power Producers",Coal,0
2018,FL,"Electric Generators, Independent Power Producers",Natural Gas,"5,325,099"
2018,FL,"Electric Generators, Independent Power Producers",Other,"1,522,548"
2018,FL,"Electric Generators, Independent Power Producers",Petroleum,"12,106"
2018,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"377,902"
2018,FL,"Electric Generators, Independent Power Producers",Other Biomass,"2,120,243"
2018,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"271,257"
2018,FL,"Electric Generators, Electric Utilities",Total,"227,284,079"
2018,FL,"Electric Generators, Electric Utilities",Coal,"30,174,545"
2018,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"232,574"
2018,FL,"Electric Generators, Electric Utilities",Natural Gas,"162,842,852"
2018,FL,"Electric Generators, Electric Utilities",Nuclear,"29,312,349"
2018,FL,"Electric Generators, Electric Utilities",Other,-358
2018,FL,"Electric Generators, Electric Utilities",Petroleum,"2,042,022"
2018,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,025,905"
2018,FL,"Electric Generators, Electric Utilities",Other Biomass,"85,525"
2018,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"568,665"
2018,GA,Total Electric Power Industry,Total,"129,239,371"
2018,GA,Total Electric Power Industry,Coal,"32,180,555"
2018,GA,Total Electric Power Industry,Pumped Storage,"-488,754"
2018,GA,Total Electric Power Industry,Hydroelectric Conventional,"3,696,868"
2018,GA,Total Electric Power Industry,Natural Gas,"51,972,110"
2018,GA,Total Electric Power Industry,Nuclear,"34,362,676"
2018,GA,Total Electric Power Industry,Other,"85,789"
2018,GA,Total Electric Power Industry,Petroleum,"435,734"
2018,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,995,837"
2018,GA,Total Electric Power Industry,Other Biomass,"340,938"
2018,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"4,657,619"
2018,GA,"Combined Heat and Power, Industrial Power",Total,"5,237,830"
2018,GA,"Combined Heat and Power, Industrial Power",Coal,"197,549"
2018,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"10,641"
2018,GA,"Combined Heat and Power, Industrial Power",Natural Gas,"593,553"
2018,GA,"Combined Heat and Power, Industrial Power",Other,"85,898"
2018,GA,"Combined Heat and Power, Industrial Power",Petroleum,"233,854"
2018,GA,"Combined Heat and Power, Industrial Power",Other Biomass,"32,368"
2018,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"4,083,968"
2018,GA,"Combined Heat and Power, Commercial Power",Total,"6,911"
2018,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2018,GA,"Combined Heat and Power, Commercial Power",Petroleum,"4,622"
2018,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"2,289"
2018,GA,"Combined Heat and Power, Commercial Power",Other Biomass,0
2018,GA,"Combined Heat and Power, Electric Power",Total,"289,511"
2018,GA,"Combined Heat and Power, Electric Power",Natural Gas,"196,590"
2018,GA,"Combined Heat and Power, Electric Power",Petroleum,"16,459"
2018,GA,"Combined Heat and Power, Electric Power",Other Biomass,"6,511"
2018,GA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"69,951"
2018,GA,"Electric Generators, Independent Power Producers",Total,"14,534,305"
2018,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"9,974"
2018,GA,"Electric Generators, Independent Power Producers",Natural Gas,"11,942,200"
2018,GA,"Electric Generators, Independent Power Producers",Petroleum,"75,784"
2018,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,700,588"
2018,GA,"Electric Generators, Independent Power Producers",Other Biomass,"302,059"
2018,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"503,701"
2018,GA,"Electric Generators, Electric Utilities",Total,"109,170,814"
2018,GA,"Electric Generators, Electric Utilities",Coal,"31,983,006"
2018,GA,"Electric Generators, Electric Utilities",Pumped Storage,"-488,754"
2018,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"3,676,253"
2018,GA,"Electric Generators, Electric Utilities",Natural Gas,"39,239,767"
2018,GA,"Electric Generators, Electric Utilities",Nuclear,"34,362,676"
2018,GA,"Electric Generators, Electric Utilities",Other,-109
2018,GA,"Electric Generators, Electric Utilities",Petroleum,"105,015"
2018,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"292,960"
2018,HI,Total Electric Power Industry,Total,"9,796,773"
2018,HI,Total Electric Power Industry,Coal,"1,311,203"
2018,HI,Total Electric Power Industry,Geothermal,"110,089"
2018,HI,Total Electric Power Industry,Hydroelectric Conventional,"96,520"
2018,HI,Total Electric Power Industry,Other Gases,"55,722"
2018,HI,Total Electric Power Industry,Other,"382,269"
2018,HI,Total Electric Power Industry,Petroleum,"6,748,947"
2018,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"184,576"
2018,HI,Total Electric Power Industry,Other Biomass,"305,513"
2018,HI,Total Electric Power Industry,Wind,"601,934"
2018,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2018,HI,"Combined Heat and Power, Industrial Power",Total,"280,675"
2018,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"34,451"
2018,HI,"Combined Heat and Power, Industrial Power",Other Gases,"55,722"
2018,HI,"Combined Heat and Power, Industrial Power",Petroleum,"190,502"
2018,HI,"Combined Heat and Power, Commercial Power",Total,"397,634"
2018,HI,"Combined Heat and Power, Commercial Power",Other,"193,355"
2018,HI,"Combined Heat and Power, Commercial Power",Petroleum,"3,037"
2018,HI,"Combined Heat and Power, Commercial Power",Other Biomass,41
2018,HI,"Combined Heat and Power, Electric Power",Total,"2,607,156"
2018,HI,"Combined Heat and Power, Electric Power",Coal,"1,311,203"
2018,HI,"Combined Heat and Power, Electric Power",Other,0
2018,HI,"Combined Heat and Power, Electric Power",Petroleum,"1,295,953"
2018,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2018,HI,"Electric Generators, Independent Power Producers",Total,"1,215,278"
2018,HI,"Electric Generators, Independent Power Producers",Geothermal,"110,089"
2018,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"42,430"
2018,HI,"Electric Generators, Independent Power Producers",Other,-969
2018,HI,"Electric Generators, Independent Power Producers",Petroleum,"264,004"
2018,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"146,814"
2018,HI,"Electric Generators, Independent Power Producers",Other Biomass,"50,976"
2018,HI,"Electric Generators, Independent Power Producers",Wind,"601,934"
2018,HI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2018,HI,"Electric Generators, Electric Utilities",Total,"5,296,030"
2018,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"19,639"
2018,HI,"Electric Generators, Electric Utilities",Other,"189,883"
2018,HI,"Electric Generators, Electric Utilities",Petroleum,"4,995,451"
2018,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"37,762"
2018,HI,"Electric Generators, Electric Utilities",Other Biomass,"53,295"
2018,IA,Total Electric Power Industry,Total,"63,380,569"
2018,IA,Total Electric Power Industry,Coal,"28,552,999"
2018,IA,Total Electric Power Industry,Hydroelectric Conventional,"924,861"
2018,IA,Total Electric Power Industry,Natural Gas,"7,340,070"
2018,IA,Total Electric Power Industry,Nuclear,"4,895,399"
2018,IA,Total Electric Power Industry,Other,0
2018,IA,Total Electric Power Industry,Petroleum,"110,565"
2018,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"11,456"
2018,IA,Total Electric Power Industry,Other Biomass,"209,177"
2018,IA,Total Electric Power Industry,Wind,"21,334,057"
2018,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,986"
2018,IA,"Combined Heat and Power, Industrial Power",Total,"2,109,656"
2018,IA,"Combined Heat and Power, Industrial Power",Coal,"1,509,288"
2018,IA,"Combined Heat and Power, Industrial Power",Natural Gas,"529,387"
2018,IA,"Combined Heat and Power, Industrial Power",Other,0
2018,IA,"Combined Heat and Power, Industrial Power",Petroleum,"36,316"
2018,IA,"Combined Heat and Power, Industrial Power",Other Biomass,"34,664"
2018,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2018,IA,"Combined Heat and Power, Commercial Power",Total,"226,800"
2018,IA,"Combined Heat and Power, Commercial Power",Coal,"74,461"
2018,IA,"Combined Heat and Power, Commercial Power",Natural Gas,"98,361"
2018,IA,"Combined Heat and Power, Commercial Power",Petroleum,"7,409"
2018,IA,"Combined Heat and Power, Commercial Power",Other Biomass,"41,152"
2018,IA,"Combined Heat and Power, Commercial Power",Wind,"3,430"
2018,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,986"
2018,IA,"Combined Heat and Power, Electric Power",Total,"13,015"
2018,IA,"Combined Heat and Power, Electric Power",Natural Gas,"6,958"
2018,IA,"Combined Heat and Power, Electric Power",Other Biomass,"6,057"
2018,IA,"Electric Generators, Independent Power Producers",Total,"11,517,999"
2018,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"6,594"
2018,IA,"Electric Generators, Independent Power Producers",Natural Gas,8
2018,IA,"Electric Generators, Independent Power Producers",Nuclear,"4,895,399"
2018,IA,"Electric Generators, Independent Power Producers",Petroleum,"3,547"
2018,IA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"4,581"
2018,IA,"Electric Generators, Independent Power Producers",Other Biomass,"111,045"
2018,IA,"Electric Generators, Independent Power Producers",Wind,"6,496,826"
2018,IA,"Electric Generators, Electric Utilities",Total,"49,513,099"
2018,IA,"Electric Generators, Electric Utilities",Coal,"26,969,249"
2018,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"918,267"
2018,IA,"Electric Generators, Electric Utilities",Natural Gas,"6,705,356"
2018,IA,"Electric Generators, Electric Utilities",Other,0
2018,IA,"Electric Generators, Electric Utilities",Petroleum,"63,293"
2018,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"6,875"
2018,IA,"Electric Generators, Electric Utilities",Other Biomass,"16,258"
2018,IA,"Electric Generators, Electric Utilities",Wind,"14,833,801"
2018,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2018,ID,Total Electric Power Industry,Total,"18,172,120"
2018,ID,Total Electric Power Industry,Coal,"20,338"
2018,ID,Total Electric Power Industry,Geothermal,"83,112"
2018,ID,Total Electric Power Industry,Hydroelectric Conventional,"11,024,342"
2018,ID,Total Electric Power Industry,Natural Gas,"3,278,742"
2018,ID,Total Electric Power Industry,Other,"63,972"
2018,ID,Total Electric Power Industry,Petroleum,57
2018,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,"555,964"
2018,ID,Total Electric Power Industry,Other Biomass,"96,303"
2018,ID,Total Electric Power Industry,Wind,"2,655,052"
2018,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"394,237"
2018,ID,"Combined Heat and Power, Industrial Power",Total,"522,621"
2018,ID,"Combined Heat and Power, Industrial Power",Coal,"20,338"
2018,ID,"Combined Heat and Power, Industrial Power",Natural Gas,"92,498"
2018,ID,"Combined Heat and Power, Industrial Power",Other,"63,972"
2018,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2018,ID,"Combined Heat and Power, Industrial Power",Other Biomass,"10,666"
2018,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"335,146"
2018,ID,"Combined Heat and Power, Commercial Power",Total,"50,302"
2018,ID,"Combined Heat and Power, Commercial Power",Natural Gas,"39,344"
2018,ID,"Combined Heat and Power, Commercial Power",Petroleum,21
2018,ID,"Combined Heat and Power, Commercial Power",Other Biomass,"10,937"
2018,ID,"Combined Heat and Power, Electric Power",Total,"98,422"
2018,ID,"Combined Heat and Power, Electric Power",Other Biomass,"39,331"
2018,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"59,091"
2018,ID,"Electric Generators, Independent Power Producers",Total,"5,596,317"
2018,ID,"Electric Generators, Independent Power Producers",Geothermal,"83,112"
2018,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"847,496"
2018,ID,"Electric Generators, Independent Power Producers",Natural Gas,"1,593,817"
2018,ID,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"555,964"
2018,ID,"Electric Generators, Independent Power Producers",Other Biomass,"20,515"
2018,ID,"Electric Generators, Independent Power Producers",Wind,"2,495,413"
2018,ID,"Electric Generators, Electric Utilities",Total,"11,904,458"
2018,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"10,176,846"
2018,ID,"Electric Generators, Electric Utilities",Natural Gas,"1,553,083"
2018,ID,"Electric Generators, Electric Utilities",Petroleum,36
2018,ID,"Electric Generators, Electric Utilities",Other Biomass,"14,854"
2018,ID,"Electric Generators, Electric Utilities",Wind,"159,639"
2018,IL,Total Electric Power Industry,Total,"188,003,357"
2018,IL,Total Electric Power Industry,Coal,"59,641,924"
2018,IL,Total Electric Power Industry,Hydroelectric Conventional,"146,528"
2018,IL,Total Electric Power Industry,Natural Gas,"17,240,919"
2018,IL,Total Electric Power Industry,Nuclear,"98,101,527"
2018,IL,Total Electric Power Industry,Other Gases,"200,816"
2018,IL,Total Electric Power Industry,Other,"227,128"
2018,IL,Total Electric Power Industry,Petroleum,"53,111"
2018,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"66,050"
2018,IL,Total Electric Power Industry,Other Biomass,"426,371"
2018,IL,Total Electric Power Industry,Wind,"11,898,984"
2018,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2018,IL,"Combined Heat and Power, Industrial Power",Total,"2,807,239"
2018,IL,"Combined Heat and Power, Industrial Power",Coal,"1,748,398"
2018,IL,"Combined Heat and Power, Industrial Power",Natural Gas,"612,562"
2018,IL,"Combined Heat and Power, Industrial Power",Other Gases,"200,277"
2018,IL,"Combined Heat and Power, Industrial Power",Other,"246,002"
2018,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2018,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2018,IL,"Combined Heat and Power, Commercial Power",Total,"405,237"
2018,IL,"Combined Heat and Power, Commercial Power",Coal,"31,235"
2018,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"1,097"
2018,IL,"Combined Heat and Power, Commercial Power",Natural Gas,"364,402"
2018,IL,"Combined Heat and Power, Commercial Power",Petroleum,361
